usage_id,customer_id,usage_date,data_used_gb,voice_minutes,sms_count
U015162,C000069,2025-12-09,3.5,33,16
U015163,C000100,2026-02-22,1.7,286,18
U015164,C000567,2026-09-11,3.6,252,25
U015165,C000985,2025-12-01,4.37,181,76
U015166,C000981,2026-09-19,2.91,120,45
U015167,C000125,2026-06-28,3.18,243,50
U015168,C000107,2026-02-27,1.61,102,77
U015169,C000992,2026-03-28,1.5,248,75
U015170,C000878,2026-03-13,2.1,115,84
U015171,C000906,2026-08-10,0.51,138,57
U015172,C000432,2026-09-22,3.64,209,16
U015173,C000673,2026-07-08,0.97,8,0
U015174,C000983,2025-10-21,2.6,85,80
U015175,C000354,2026-03-25,4.89,210,43
U015176,C000996,2026-04-20,3.42,121,12
U015177,C000377,2026-05-08,3.09,255,26
U015178,C000410,2026-06-01,4.07,42,69
U015179,C000376,2026-01-18,2.36,56,57
U015180,C000142,2025-12-30,4.08,20,48
U015181,C000731,2026-07-21,3.37,109,72
U015182,C000478,2026-08-16,3.5,97,98
U015183,C000686,2025-10-17,1.31,89,37
U015184,C000303,2026-02-14,2.68,201,14
U015185,C000558,2026-01-29,0.62,236,8
U015186,C000135,2026-02-19,1.04,118,88
U015187,C000158,2025-12-15,1.58,277,74
U015188,C000827,2026-07-08,3.52,270,74
U015189,C000103,2026-08-30,4.12,120,14
U015190,C000931,2026-02-24,1.05,167,79
U015191,C000563,2026-09-16,3.02,186,52
U015192,C000206,2026-03-04,3.23,240,13
U015193,C000328,2026-03-30,4.83,172,95
U015194,C000413,2025-12-17,4.73,60,96
U015195,C000974,2026-01-08,4.27,1,67
U015196,C000794,2026-08-06,4.72,182,54
U015197,C000714,2026-03-15,2.54,93,80
U015198,C000074,2026-05-10,4.19,54,33
U015199,C000859,2026-04-18,0.28,19,67
U015200,C000402,2026-04-18,4.22,17,20
U015201,C000304,2026-08-28,2.94,109,53
U015202,C000461,2025-11-15,3.71,191,65
U015203,C000760,2026-05-18,3.36,102,96
U015204,C000522,2026-04-23,2.46,289,67
U015205,C000575,2026-03-15,3.11,16,77
U015206,C000994,2026-09-19,4.59,250,39
U015207,C000505,2026-04-12,2.86,204,98
U015208,C000339,2026-06-28,3.94,247,98
U015209,C000556,2026-01-25,1.83,222,33
U015210,C000953,2025-10-22,2.8,273,94
U015211,C000609,2026-04-02,1.82,114,43
U015212,C000308,2026-02-09,3.34,238,44
U015213,C000821,2025-12-11,0.78,249,81
U015214,C000057,2026-07-07,2.01,120,55
U015215,C000982,2025-09-28,4.76,47,79
U015216,C000732,2026-03-15,0.38,187,29
U015217,C000156,2025-12-11,0.17,186,60
U015218,C000065,2026-06-09,2.49,155,55
U015219,C000052,2025-11-08,3.88,256,2
U015220,C000144,2026-06-03,1.43,49,64
U015221,C000874,2026-01-18,1.56,250,77
U015222,C000392,2026-07-09,0.67,110,61
U015223,C000603,2026-03-07,4.98,153,23
U015224,C000789,2026-09-02,0.13,24,6
U015225,C000735,2026-06-09,1.75,114,78
U015226,C000147,2025-11-13,0.94,180,31
U015227,C000032,2025-10-29,0.83,226,81
U015228,C000281,2026-09-21,0.65,216,3
U015229,C000202,2026-07-28,2.0,159,19
U015230,C000577,2026-03-22,1.28,75,40
U015231,C000967,2026-04-19,4.84,85,15
U015232,C000928,2025-12-04,2.87,118,87
U015233,C000389,2026-05-31,0.68,29,77
U015234,C000647,2026-01-12,2.74,215,57
U015235,C000082,2026-07-14,3.13,226,36
U015236,C000001,2025-12-02,4.8,134,63
U015237,C000830,2026-04-27,4.64,80,5
U015238,C000216,2026-02-07,0.3,196,4
U015239,C000623,2025-10-17,3.85,144,8
U015240,C000378,2026-09-07,3.32,215,8
U015241,C000499,2026-01-02,0.19,131,28
U015242,C000389,2026-07-14,4.58,297,42
U015243,C000582,2026-01-17,2.22,188,40
U015244,C000488,2026-07-23,0.34,120,1
U015245,C000818,2026-07-27,1.45,299,90
U015246,C000839,2026-09-10,3.92,69,78
U015247,C000787,2026-04-24,3.2,214,94
U015248,C000781,2025-10-24,3.31,105,62
U015249,C000110,2026-08-22,2.7,174,50
U015250,C000615,2026-01-01,2.03,14,92
U015251,C000430,2025-10-15,1.2,89,54
U015252,C000111,2025-11-28,2.51,77,0
U015253,C000225,2026-03-24,3.65,96,39
U015254,C000875,2025-10-23,4.62,151,93
U015255,C000771,2026-04-08,4.77,271,5
U015256,C000107,2026-05-10,3.18,12,2
U015257,C000351,2026-01-22,2.01,97,65
U015258,C000688,2026-04-25,3.26,69,12
U015259,C000803,2025-10-17,0.17,15,21
U015260,C000013,2025-11-28,4.53,123,66
U015261,C000211,2026-05-21,4.17,106,67
U015262,C000190,2026-01-10,0.15,110,18
U015263,C000227,2026-06-26,3.49,264,22
U015264,C000733,2026-09-22,4.52,258,95
U015265,C000451,2026-03-07,2.36,54,56
U015266,C000426,2026-06-30,3.42,10,90
U015267,C000610,2025-10-09,3.91,116,70
U015268,C000054,2026-02-08,2.54,281,42
U015269,C000999,2026-09-16,4.13,90,52
U015270,C000792,2026-06-24,1.76,142,20
U015271,C000170,2026-08-14,3.88,65,45
U015272,C000257,2026-02-23,4.11,34,68
U015273,C000047,2026-06-22,0.77,188,33
U015274,C000387,2026-06-30,1.08,276,26
U015275,C000591,2026-09-06,3.18,254,43
U015276,C000407,2025-11-27,4.83,191,50
U015277,C000807,2026-04-04,4.61,285,94
U015278,C000097,2026-06-26,1.75,11,95
U015279,C000051,2026-05-05,4.76,42,1
U015280,C000176,2026-03-16,3.11,174,22
U015281,C000927,2026-08-13,1.1,234,96
U015282,C000967,2026-06-03,1.14,169,22
U015283,C000297,2026-03-24,2.62,134,93
U015284,C000220,2026-09-18,3.88,74,95
U015285,C000005,2026-04-20,4.93,208,55
U015286,C000457,2025-11-18,2.58,200,7
U015287,C000642,2025-09-24,1.38,238,73
U015288,C000631,2026-08-02,3.67,61,91
U015289,C000461,2026-08-14,1.92,145,11
U015290,C000967,2026-07-22,1.11,211,32
U015291,C000357,2026-02-18,3.92,57,44
U015292,C000274,2026-02-08,4.07,55,71
U015293,C000135,2026-04-28,0.28,34,15
U015294,C000277,2025-12-03,3.55,85,15
U015295,C000512,2025-10-15,2.35,189,54
U015296,C000789,2025-12-20,4.94,166,1
U015297,C000068,2026-04-20,3.47,1,79
U015298,C000168,2026-01-10,1.31,275,84
U015299,C000775,2026-08-11,4.66,130,76
U015300,C000484,2026-09-18,2.54,209,99
U015301,C000150,2025-10-10,1.33,47,99
U015302,C000384,2026-09-10,4.38,159,49
U015303,C000252,2025-11-27,3.72,140,18
U015304,C000182,2025-11-22,1.48,11,63
U015305,C000970,2026-02-09,1.0,189,35
U015306,C000892,2026-01-07,1.61,126,43
U015307,C000890,2025-12-20,2.52,223,46
U015308,C000585,2026-07-06,0.82,233,83
U015309,C000890,2026-02-16,1.18,5,82
U015310,C000804,2026-01-11,1.69,190,77
U015311,C000632,2026-06-16,4.5,177,71
U015312,C000613,2025-11-11,2.3,219,66
U015313,C000885,2026-02-09,1.95,8,3
U015314,C000641,2026-01-09,2.13,171,44
U015315,C000325,2026-03-10,3.68,212,31
U015316,C000275,2026-08-08,4.59,243,3
U015317,C000682,2025-12-24,3.36,119,73
U015318,C000509,2026-01-19,1.5,204,17
U015319,C000966,2026-04-28,2.58,102,35
U015320,C000126,2026-09-22,1.55,290,55
U015321,C000627,2025-10-14,3.2,69,62
U015322,C000883,2026-06-16,0.12,32,57
U015323,C000223,2026-01-29,2.56,246,74
U015324,C000145,2026-05-08,1.44,78,98
U015325,C000620,2025-10-02,1.69,71,16
U015326,C000536,2026-04-28,2.8,283,44
U015327,C000375,2026-04-17,2.68,246,46
U015328,C000601,2026-05-29,3.13,217,85
U015329,C000363,2026-05-03,1.83,186,57
U015330,C000578,2026-07-25,4.95,225,72
U015331,C000458,2026-07-03,0.19,82,20
U015332,C000047,2025-10-06,1.71,83,41
U015333,C000740,2026-01-16,2.32,141,44
U015334,C000702,2026-02-21,3.7,45,21
U015335,C000873,2025-12-16,1.32,237,70
U015336,C000993,2026-03-08,1.88,88,63
U015337,C000327,2025-11-14,4.74,183,51
U015338,C000057,2026-09-16,2.5,101,61
U015339,C000168,2026-09-17,2.54,36,24
U015340,C000671,2026-09-18,4.41,42,70
U015341,C000363,2026-09-19,2.85,9,34
U015342,C000986,2026-06-25,0.48,93,75
U015343,C000349,2026-09-08,3.31,128,0
U015344,C000138,2025-12-19,4.36,44,49
U015345,C000287,2026-07-30,3.16,36,93
U015346,C000268,2026-02-05,4.85,123,84
U015347,C000694,2026-03-09,0.88,106,9
U015348,C000624,2026-04-29,1.81,6,61
U015349,C000396,2026-07-24,0.16,71,52
U015350,C000271,2026-04-08,1.84,208,13
U015351,C000973,2026-04-01,4.59,2,67
U015352,C000519,2025-12-04,4.9,127,61
U015353,C000637,2026-06-12,0.45,257,16
U015354,C000279,2025-10-05,1.79,121,92
U015355,C000531,2025-12-04,0.3,208,84
U015356,C000611,2025-12-05,2.39,267,91
U015357,C000244,2025-12-05,3.46,211,84
U015358,C000337,2026-01-10,3.93,89,84
U015359,C000212,2026-02-06,1.66,153,89
U015360,C000962,2025-09-24,1.08,255,69
U015361,C000468,2026-05-15,4.67,213,81
U015362,C000647,2026-04-10,1.33,123,22
U015363,C000364,2026-06-01,1.66,162,74
U015364,C000690,2025-12-04,0.21,91,57
U015365,C000193,2026-05-03,1.68,163,67
U015366,C000431,2026-05-06,3.58,160,32
U015367,C000226,2026-09-19,4.63,271,38
U015368,C000217,2025-11-28,4.28,166,11
U015369,C000614,2026-03-07,4.07,147,66
U015370,C000072,2025-11-28,0.25,234,43
U015371,C000505,2025-10-08,0.2,112,88
U015372,C000640,2025-11-03,0.53,57,70
U015373,C000729,2025-11-16,0.11,261,20
U015374,C000543,2026-03-29,4.4,137,33
U015375,C000642,2025-12-02,1.95,152,74
U015376,C000150,2026-02-23,4.16,66,31
U015377,C000661,2025-09-23,2.38,24,44
U015378,C000125,2025-12-18,0.92,83,80
U015379,C000720,2025-10-10,0.97,226,11
U015380,C000487,2026-03-06,4.54,300,62
U015381,C000269,2026-04-16,2.95,52,48
U015382,C000180,2026-01-11,3.47,99,40
U015383,C000071,2025-09-23,4.4,276,27
U015384,C000047,2026-02-02,0.57,74,3
U015385,C000459,2026-09-09,3.6,270,41
U015386,C000629,2026-09-14,2.09,50,97
U015387,C000867,2026-03-30,2.26,290,40
U015388,C000873,2026-03-15,3.84,92,47
U015389,C000905,2026-04-11,4.44,109,27
U015390,C000213,2026-02-22,2.37,207,82
U015391,C000570,2026-02-07,3.02,76,2
U015392,C000369,2026-03-07,0.39,252,82
U015393,C000653,2025-09-27,0.61,59,85
U015394,C000993,2026-08-04,0.61,34,20
U015395,C000027,2026-05-27,2.5,190,68
U015396,C000522,2026-03-11,4.19,176,55
U015397,C000272,2026-04-23,2.15,257,38
U015398,C000532,2025-10-30,4.39,65,51
U015399,C000818,2026-06-12,4.64,143,58
U015400,C000618,2026-08-06,4.47,69,94
U015401,C000348,2025-11-21,1.44,253,50
U015402,C000162,2025-10-14,3.18,272,74
U015403,C000099,2026-09-11,0.37,97,80
U015404,C000030,2026-07-12,3.04,27,52
U015405,C000091,2026-07-04,1.93,95,75
U015406,C000809,2026-06-26,4.75,91,90
U015407,C000998,2026-05-16,0.18,132,17
U015408,C000342,2025-11-08,2.11,39,48
U015409,C000970,2025-11-30,4.8,58,25
U015410,C000718,2026-02-26,1.85,250,42
U015411,C000260,2025-12-24,0.12,15,37
U015412,C000166,2026-05-11,2.03,148,71
U015413,C000383,2026-05-20,2.56,262,10
U015414,C000539,2025-11-24,4.07,30,47
U015415,C000321,2025-09-28,0.83,181,100
U015416,C000361,2026-07-25,3.68,70,40
U015417,C000451,2026-02-17,1.06,113,79
U015418,C000695,2025-09-29,4.11,119,85
U015419,C000153,2026-09-07,3.59,267,59
U015420,C000640,2026-01-25,4.51,172,63
U015421,C000173,2026-04-18,4.58,204,67
U015422,C000839,2026-06-02,0.56,21,10
U015423,C000222,2025-12-22,0.51,18,94
U015424,C000953,2026-08-07,2.07,42,48
U015425,C000252,2026-07-17,4.69,111,46
U015426,C000224,2026-08-01,3.58,106,16
U015427,C000493,2026-02-02,0.39,145,48
U015428,C000835,2025-11-09,1.25,232,0
U015429,C000243,2026-04-04,3.19,208,76
U015430,C000121,2026-05-05,4.29,218,75
U015431,C000186,2025-10-10,0.42,138,74
U015432,C000321,2025-10-11,0.62,290,35
U015433,C000841,2025-10-23,4.17,61,9
U015434,C000687,2026-03-23,0.86,201,87
U015435,C000875,2026-05-23,2.05,255,85
U015436,C000916,2025-09-26,0.23,38,47
U015437,C000544,2026-01-25,0.98,250,80
U015438,C000926,2025-11-24,1.27,286,58
U015439,C000021,2026-02-21,4.23,228,71
U015440,C000064,2026-06-21,4.64,291,53
U015441,C000323,2026-08-28,1.4,101,53
U015442,C000870,2026-01-18,4.09,119,97
U015443,C000342,2025-09-26,4.22,84,53
U015444,C000278,2026-01-02,3.95,250,74
U015445,C000305,2026-06-05,2.21,157,57
U015446,C000987,2026-03-17,2.37,216,29
U015447,C000534,2026-03-01,3.23,203,10
U015448,C000251,2026-05-01,1.72,98,94
U015449,C000013,2026-09-19,2.34,118,47
U015450,C000045,2025-10-23,1.59,236,98
U015451,C000794,2026-01-28,4.98,16,42
U015452,C000483,2025-10-03,1.23,221,55
U015453,C000464,2025-12-28,2.73,30,21
U015454,C000028,2026-05-21,2.13,17,62
U015455,C000684,2025-12-24,3.19,91,8
U015456,C000404,2026-05-04,3.03,260,24
U015457,C000406,2026-04-25,2.46,204,40
U015458,C000508,2026-08-20,2.75,195,59
U015459,C000644,2025-12-25,3.35,282,60
U015460,C000486,2026-09-10,2.53,289,63
U015461,C000752,2026-04-21,3.23,292,50
U015462,C000234,2026-04-10,4.15,70,68
U015463,C000283,2025-10-30,4.09,119,33
U015464,C000898,2026-09-21,0.17,177,30
U015465,C000888,2025-12-07,4.28,76,43
U015466,C000692,2026-03-30,2.65,300,64
U015467,C000632,2026-04-12,2.95,180,85
U015468,C000702,2026-05-14,4.14,221,94
U015469,C000342,2026-06-29,0.32,141,27
U015470,C000930,2026-08-25,3.38,297,73
U015471,C000625,2025-12-22,3.85,130,43
U015472,C000601,2026-09-20,2.45,9,12
U015473,C000891,2026-09-18,3.55,44,24
U015474,C000175,2025-12-06,3.35,171,93
U015475,C000318,2026-01-09,3.94,99,85
U015476,C000978,2026-01-15,4.66,287,49
U015477,C000457,2026-09-13,2.82,59,35
U015478,C000813,2025-12-07,2.4,75,1
U015479,C000074,2026-01-15,4.78,33,65
U015480,C000918,2026-04-24,4.46,7,66
U015481,C000682,2026-05-02,4.51,95,56
U015482,C000311,2026-03-29,2.97,225,4
U015483,C000799,2026-03-23,1.89,207,26
U015484,C000518,2025-11-12,1.55,111,40
U015485,C000749,2026-09-18,4.47,75,15
U015486,C000706,2025-10-07,0.58,40,83
U015487,C000908,2026-05-29,3.22,11,95
U015488,C000758,2026-01-18,1.11,145,15
U015489,C000093,2025-11-24,2.47,187,82
U015490,C000664,2026-04-30,0.19,59,87
U015491,C000380,2025-10-25,3.23,86,54
U015492,C000375,2026-01-20,2.32,179,5
U015493,C000115,2026-03-09,0.96,290,51
U015494,C000448,2026-04-02,4.39,100,9
U015495,C000830,2025-10-11,4.39,106,31
U015496,C000155,2026-02-07,2.35,115,74
U015497,C000664,2025-11-26,0.28,219,97
U015498,C000004,2026-06-27,0.6,239,79
U015499,C000686,2026-08-31,4.61,67,21
U015500,C000661,2026-03-27,4.31,259,31
U015501,C000896,2026-07-02,4.46,21,61
U015502,C000621,2025-12-12,4.98,11,46
U015503,C000341,2026-06-07,3.94,193,2
U015504,C000992,2026-02-20,3.77,277,77
U015505,C000417,2025-12-27,3.53,274,76
U015506,C000715,2026-06-09,0.36,126,15
U015507,C000312,2025-10-11,4.72,182,88
U015508,C000334,2026-03-04,1.89,277,52
U015509,C000739,2026-02-17,1.41,63,80
U015510,C000162,2026-08-11,4.63,228,7
U015511,C000779,2026-02-22,2.36,30,14
U015512,C000398,2026-01-14,2.65,165,72
U015513,C000898,2026-05-31,3.44,163,62
U015514,C000959,2025-10-21,2.77,3,82
U015515,C000993,2026-01-07,2.25,112,50
U015516,C000870,2026-09-21,2.16,249,52
U015517,C000624,2026-06-04,1.76,278,43
U015518,C000601,2026-02-22,4.53,159,30
U015519,C000501,2025-11-26,0.51,283,33
U015520,C000739,2026-03-23,2.88,98,46
U015521,C000521,2025-12-03,1.62,102,98
U015522,C000036,2026-01-23,4.14,75,12
U015523,C000179,2026-05-20,4.78,264,90
U015524,C000223,2026-01-30,0.97,25,62
U015525,C000153,2025-10-03,0.37,72,13
U015526,C000703,2025-11-14,4.99,183,62
U015527,C000873,2026-08-01,1.02,145,87
U015528,C000470,2026-05-16,4.35,65,30
U015529,C000274,2026-06-20,1.59,109,56
U015530,C000068,2025-10-25,2.93,10,62
U015531,C000923,2025-11-17,2.78,289,30
U015532,C000431,2026-07-03,4.75,100,97
U015533,C000519,2025-12-14,1.68,164,61
U015534,C000676,2026-01-24,4.03,258,71
U015535,C000168,2026-03-15,2.85,195,82
U015536,C000650,2026-08-20,1.54,34,74
U015537,C000466,2026-07-26,3.68,224,43
U015538,C000553,2026-01-21,4.3,76,76
U015539,C000061,2026-06-15,4.01,205,69
U015540,C000943,2026-08-22,1.11,252,35
U015541,C000511,2025-11-20,0.29,115,23
U015542,C000552,2025-12-29,2.17,31,94
U015543,C000834,2026-01-28,1.62,0,61
U015544,C000252,2026-01-24,0.66,24,27
U015545,C000060,2025-10-07,4.74,5,53
U015546,C000693,2026-06-21,1.37,233,37
U015547,C000979,2025-11-11,2.46,68,79
U015548,C000299,2025-10-21,2.57,197,76
U015549,C000848,2025-12-08,0.92,37,5
U015550,C000003,2025-12-27,1.09,43,31
U015551,C000721,2026-03-05,3.84,249,46
U015552,C000033,2025-11-14,3.61,291,12
U015553,C000897,2026-07-15,1.58,260,37
U015554,C000475,2025-11-24,4.36,39,2
U015555,C000113,2025-10-23,1.2,221,61
U015556,C000694,2025-10-07,4.03,188,37
U015557,C000269,2026-06-14,1.7,196,3
U015558,C000159,2026-05-13,1.3,227,39
U015559,C000175,2026-05-19,2.98,143,17
U015560,C000745,2026-03-11,4.0,77,81
U015561,C000899,2026-02-16,4.19,271,40
U015562,C000824,2025-10-28,2.22,79,3
U015563,C000410,2026-08-31,1.85,225,59
U015564,C000230,2026-03-03,3.66,196,15
U015565,C000960,2025-10-11,2.38,195,42
U015566,C000976,2026-03-28,3.54,0,64
U015567,C000073,2026-07-16,2.03,163,56
U015568,C000822,2026-09-03,3.97,123,15
U015569,C000904,2026-08-01,4.25,239,33
U015570,C000375,2026-06-15,2.43,186,14
U015571,C000441,2025-11-01,1.87,202,96
U015572,C000658,2026-07-10,3.46,152,79
U015573,C000178,2026-09-15,2.69,111,91
U015574,C000366,2025-11-06,1.2,274,58
U015575,C000114,2026-08-02,1.15,156,70
U015576,C000969,2026-02-03,2.4,60,90
U015577,C000543,2026-08-17,4.27,125,18
U015578,C000588,2026-01-08,2.85,88,85
U015579,C000242,2026-02-06,4.9,19,68
U015580,C000313,2026-09-17,4.89,256,39
U015581,C000099,2025-09-30,4.99,46,40
U015582,C000938,2026-02-15,2.74,251,65
U015583,C000576,2026-06-29,0.93,198,37
U015584,C000307,2025-10-29,3.52,123,4
U015585,C000182,2025-10-23,2.84,82,39
U015586,C000223,2025-12-15,0.17,62,9
U015587,C000219,2025-11-09,2.31,282,48
U015588,C000952,2025-11-18,2.16,145,57
U015589,C000832,2026-06-26,1.06,130,25
U015590,C000827,2025-10-31,3.26,228,88
U015591,C000370,2026-09-18,0.2,154,68
U015592,C000223,2026-05-31,0.66,85,17
U015593,C000081,2026-01-11,0.25,286,18
U015594,C000813,2026-05-07,3.96,81,43
U015595,C000812,2026-05-26,1.81,220,25
U015596,C000550,2025-12-15,2.77,147,73
U015597,C000260,2026-05-19,3.06,17,38
U015598,C000155,2026-02-14,0.5,104,61
U015599,C000021,2026-07-09,1.52,157,44
U015600,C000868,2026-03-07,2.09,119,87
U015601,C000135,2026-02-19,4.98,171,6
U015602,C000976,2026-06-10,1.48,95,60
U015603,C000845,2026-01-31,0.84,37,33
U015604,C000134,2025-11-07,2.14,100,94
U015605,C000561,2026-09-15,2.94,176,1
U015606,C000345,2026-07-09,0.85,53,3
U015607,C000558,2026-08-26,3.62,52,79
U015608,C000409,2026-07-05,4.14,34,94
U015609,C000772,2026-08-02,0.48,144,31
U015610,C000779,2026-07-26,3.71,134,20
U015611,C000450,2025-10-22,2.85,268,19
U015612,C000989,2025-12-29,2.4,283,15
U015613,C000426,2025-11-05,2.72,258,82
U015614,C000753,2025-11-19,4.09,14,80
U015615,C000735,2026-07-13,2.45,44,72
U015616,C000037,2025-09-26,4.54,34,97
U015617,C000570,2026-05-14,1.32,116,11
U015618,C000322,2026-05-22,2.73,238,69
U015619,C000408,2025-10-25,4.63,92,20
U015620,C000878,2026-02-13,0.38,35,17
U015621,C000850,2026-03-11,4.46,233,58
U015622,C000550,2025-10-13,0.45,139,38
U015623,C000536,2026-09-08,4.06,258,94
U015624,C000814,2025-10-23,3.73,118,88
U015625,C000075,2026-05-18,0.22,262,29
U015626,C000479,2026-08-18,2.24,262,78
U015627,C000573,2026-04-13,1.42,132,96
U015628,C000066,2026-08-10,1.19,207,66
U015629,C000741,2026-03-31,3.21,8,13
U015630,C000761,2025-11-26,1.24,42,13
U015631,C000748,2026-08-07,4.15,280,45
U015632,C000516,2026-02-23,0.28,299,25
U015633,C000713,2025-10-31,3.2,173,65
U015634,C000287,2026-01-22,1.2,7,13
U015635,C000813,2025-11-04,3.72,219,70
U015636,C000545,2025-10-27,2.14,178,43
U015637,C000064,2025-12-01,2.19,194,44
U015638,C000715,2026-01-22,2.63,45,73
U015639,C000757,2026-01-24,0.72,288,82
U015640,C000987,2026-02-15,4.94,238,19
U015641,C000187,2025-12-21,0.7,186,50
U015642,C000476,2025-10-08,4.03,79,57
U015643,C000297,2026-01-18,4.3,244,57
U015644,C000939,2026-02-15,1.11,286,44
U015645,C000360,2026-01-07,1.18,70,8
U015646,C000689,2026-02-26,3.62,250,87
U015647,C000952,2026-09-10,4.99,54,66
U015648,C000981,2026-02-16,2.1,125,79
U015649,C000877,2025-12-12,3.66,33,47
U015650,C000051,2026-04-19,2.22,296,39
U015651,C000101,2026-08-09,3.12,283,23
U015652,C000738,2025-12-08,1.58,284,24
U015653,C000808,2025-12-22,0.4,236,67
U015654,C000997,2026-09-21,2.24,30,63
U015655,C000748,2026-02-16,1.06,5,83
U015656,C000737,2026-09-01,3.11,88,69
U015657,C000376,2026-03-30,4.21,201,2
U015658,C000365,2026-09-01,1.13,1,56
U015659,C000140,2026-03-13,3.41,293,27
U015660,C000737,2026-09-12,2.87,113,6
U015661,C000215,2026-06-14,2.06,30,95
U015662,C000502,2025-10-26,3.33,152,17
U015663,C000467,2026-03-24,2.29,24,45
U015664,C000768,2025-10-11,4.29,72,29
U015665,C000826,2026-05-04,0.27,181,15
U015666,C000350,2026-09-02,2.52,147,61
U015667,C000209,2026-06-15,4.56,175,34
U015668,C000870,2026-07-21,0.87,192,66
U015669,C000719,2026-02-27,1.13,148,72
U015670,C000413,2025-11-25,3.07,189,51
U015671,C000464,2026-05-07,2.3,28,80
U015672,C000714,2026-02-07,1.46,276,80
U015673,C000547,2026-03-07,2.41,235,48
U015674,C000186,2026-01-08,2.41,99,62
U015675,C000115,2026-09-07,0.68,86,59
U015676,C000147,2026-03-20,1.86,136,94
U015677,C000668,2026-04-06,0.29,45,89
U015678,C000632,2026-05-28,1.74,95,17
U015679,C000578,2026-03-24,0.78,110,15
U015680,C000924,2026-08-11,1.96,42,43
U015681,C000905,2026-05-20,0.12,242,72
U015682,C000921,2025-10-16,4.81,252,40
U015683,C000927,2026-07-29,4.22,142,7
U015684,C000364,2026-06-09,1.78,120,90
U015685,C000853,2026-02-05,1.84,32,2
U015686,C000570,2026-06-03,2.29,164,94
U015687,C000355,2026-02-27,2.74,87,48
U015688,C000932,2026-06-22,1.78,248,100
U015689,C000160,2026-09-08,1.82,111,97
U015690,C000627,2026-04-10,3.04,52,14
U015691,C000080,2026-09-10,2.71,17,68
U015692,C000516,2026-08-11,2.17,196,44
U015693,C000954,2026-01-13,0.76,182,31
U015694,C000716,2026-07-22,4.57,145,47
U015695,C000839,2026-03-18,2.7,153,6
U015696,C000607,2026-09-04,1.4,112,58
U015697,C000336,2026-05-03,4.19,169,98
U015698,C000097,2026-08-25,2.0,274,86
U015699,C000754,2026-08-17,1.31,190,8
U015700,C000922,2026-02-16,3.72,287,67
U015701,C000091,2025-12-01,2.01,221,36
U015702,C000618,2026-08-12,3.68,289,90
U015703,C000806,2026-09-09,0.21,269,25
U015704,C000065,2025-12-08,4.07,267,75
U015705,C000364,2025-10-13,4.89,44,59
U015706,C000813,2026-08-30,0.56,297,10
U015707,C000666,2026-03-15,3.91,247,89
U015708,C000326,2026-04-01,4.35,112,93
U015709,C000649,2025-10-17,1.34,240,21
U015710,C000603,2025-11-26,3.61,277,71
U015711,C000456,2026-05-28,2.29,140,11
U015712,C000079,2026-03-24,2.92,225,75
U015713,C000585,2025-12-23,3.41,95,60
U015714,C000825,2026-08-18,0.12,87,8
U015715,C000437,2026-01-28,2.56,276,83
U015716,C000895,2026-01-24,3.69,96,43
U015717,C000458,2026-05-28,3.09,242,14
U015718,C000769,2026-02-11,3.35,99,9
U015719,C000381,2025-11-13,1.3,62,83
U015720,C000901,2025-10-28,2.35,31,85
U015721,C000255,2026-08-06,3.89,10,10
U015722,C000208,2026-07-05,1.58,37,56
U015723,C000500,2025-12-08,2.21,271,23
U015724,C000865,2025-10-04,1.1,43,43
U015725,C000793,2026-09-20,0.92,29,7
U015726,C000310,2026-01-04,3.41,300,82
U015727,C000472,2026-07-03,3.66,46,83
U015728,C000097,2026-09-10,3.1,140,43
U015729,C000026,2025-12-10,2.01,45,79
U015730,C000362,2026-03-09,4.77,156,73
U015731,C000204,2025-10-20,3.51,161,51
U015732,C000574,2026-02-20,0.96,107,8
U015733,C000437,2026-04-20,2.65,39,13
U015734,C000181,2025-12-13,0.76,260,14
U015735,C000007,2026-08-26,2.68,132,43
U015736,C000640,2026-04-17,1.21,267,94
U015737,C000403,2026-01-12,0.78,200,32
U015738,C000472,2026-07-28,4.37,113,3
U015739,C000182,2025-11-15,4.06,56,43
U015740,C000657,2026-02-15,3.68,9,10
U015741,C000066,2026-05-08,0.78,203,61
U015742,C000038,2026-09-04,4.72,84,29
U015743,C000724,2026-08-26,1.49,219,94
U015744,C000014,2026-01-01,4.83,262,50
U015745,C000979,2025-10-14,0.73,280,26
U015746,C000245,2025-10-04,3.57,156,78
U015747,C000261,2025-10-20,2.89,115,72
U015748,C000433,2026-07-18,2.25,100,39
U015749,C000246,2026-03-06,0.28,237,22
U015750,C000094,2026-08-15,3.33,196,68
U015751,C000601,2025-12-11,0.56,198,73
U015752,C000637,2025-10-01,2.47,161,64
U015753,C000389,2026-06-11,2.05,118,24
U015754,C000194,2025-11-16,1.77,186,99
U015755,C000037,2025-10-19,4.08,97,57
U015756,C000125,2026-08-31,4.88,154,80
U015757,C000700,2025-12-18,4.95,241,67
U015758,C000773,2025-11-21,1.99,0,62
U015759,C000185,2026-07-12,4.76,270,57
U015760,C000706,2026-09-14,2.92,165,88
U015761,C000850,2026-01-06,1.28,18,13
U015762,C000715,2026-04-16,1.77,128,52
U015763,C000673,2025-12-31,2.13,298,40
U015764,C000235,2026-07-21,1.36,69,59
U015765,C000760,2025-12-15,2.28,187,5
U015766,C000836,2025-11-21,1.98,184,35
U015767,C000944,2026-04-20,3.05,66,74
U015768,C000948,2026-01-12,2.71,171,13
